,filtered_word,filtered_freq
1632,however,rb
1633,one,cd
1634,thing,nn
1635,must,md
1636,considered,vbn
1637,father,nn
1638,mother,nn
1639,moved,vbd
1640,norland,nnp
1641,though,in
1642,furniture,nn
1643,stanhill,nnp
1644,wa,nnp
1645,sold,vbd
1646,china,nn
1647,plate,nn
1648,linen,jj
1649,wa,nn
1650,saved,vbd
1651,left,vbn
1652,mother,nn
1653,house,nn
1654,therefore,rb
1655,almost,rb
1656,completely,rb
1657,fitted,vbn
1658,soon,rb
1659,take,vb
1660,'',''
1661,``,``
1662,material,jj
1663,consideration,nn
1664,undoubtedly,rb
1665,valuable,jj
1666,legacy,nn
1667,indeed,rb
1668,yet,rb
1669,plate,nn
1670,would,md
1671,pleasant,jj
1672,addition,nn
1673,stock,nn
1674,'',''
1675,``,``
1676,yes,nnp
1677,set,nn
1678,breakfast,nn
1679,china,nn
1680,twice,rb
1681,handsome,nn
1682,belongs,vbz
1683,house,nn
1684,great,jj
1685,deal,nn
1686,handsome,jj
1687,opinion,nn
1688,place,nn
1689,ever,rb
1690,afford,vb
1691,live,vb
1692,however,rb
1693,father,nn
1694,thought,vbd
1695,must,md
1696,say,vb
1697,owe,vbp
1698,particular,jj
1699,gratitude,nn
1700,attention,nn
1701,wish,nn
1702,well,rb
1703,know,vb
1704,could,md
1705,would,md
1706,left,vbn
1707,almost,rb
1708,everything,nn
1709,world,nn
1710,'',''
1711,argument,nn
1712,wa,nn
1713,irresistible,jj
1714,gave,vbd
1715,intention,nn
1716,whatever,nn
1717,decision,nn
1718,wa,nn
1719,wanting,vbg
1720,finally,rb
1721,resolved,vbd
1722,would,md
1723,absolutely,rb
1724,unnecessary,jj
1725,highly,rb
1726,indecorous,jj
1727,widow,nn
1728,child,nn
1729,father,nn
1730,kind,nn
1731,neighbourly,jj
1732,act,nn
1733,wife,nn
1734,pointed,vbd
1735,chapter,nn
1736,3,cd
1737,mrs.,nnp
1738,dashwood,nnp
1739,remained,vbd
1740,norland,nnp
1741,several,jj
1742,month,nn
1743,disinclination,nn
1744,move,vb
1745,sight,nn
1746,every,dt
1747,well,nn
1748,known,vbn
1749,spot,nn
1750,ceased,vbn
1751,raise,vb
1752,violent,jj
1753,emotion,nn
1754,produced,vbd
1755,spirit,nn
1756,began,vbd
1757,revive,vb
1758,mind,nn
1759,became,vbd
1760,capable,jj
1761,exertion,nn
1762,heightening,vbg
1763,affliction,nn
1764,melancholy,jj
1765,remembrance,nn
1766,wa,vbd
1767,impatient,nn
1768,gone,vbn
1769,indefatigable,jj
1770,inquiry,nn
1771,suitable,jj
1772,dwelling,nn
1773,neighbourhood,nn
1774,norland,nnp
1775,remove,vb
1776,far,rb
1777,beloved,vbd
1778,spot,nn
1779,wa,nn
1780,impossible,jj
1781,could,md
1782,hear,vb
1783,situation,nn
1784,answered,vbd
1785,notion,nn
1786,comfort,nn
1787,ease,nn
1788,suited,vbd
1789,prudence,nn
1790,eldest,jjs
1791,daughter,nn
1792,whose,wp$
1793,steadier,jj
1794,judgment,nn
1795,rejected,vbd
1796,several,jj
1797,house,nn
1798,large,jj
1799,income,nn
1800,mother,nn
1801,would,md
1802,approved,vbn
1803,mrs.,nnp
1804,dashwood,nnp
1805,informed,vbn
1806,husband,nn
1807,solemn,jj
1808,promise,nn
1809,part,nn
1810,son,nn
1811,favour,nn
1812,gave,vbd
1813,comfort,nn
1814,last,jj
1815,earthly,jj
1816,reflection,nn
1817,doubted,vbd
1818,sincerity,nn
1819,assurance,nn
1820,doubted,vbn
1821,thought,vbd
1822,daughters',nns
1823,sake,vbp
1824,satisfaction,nn
1825,though,in
1826,wa,vbd
1827,persuaded,vbd
1828,much,rb
1829,smaller,jjr
1830,provision,nn
1831,7000l,cd
1832,would,md
1833,support,vb
1834,affluence,nn
1835,brother,nn
1836,'s,pos
1837,sake,nn
1838,sake,nn
1839,heart,nn
1840,rejoiced,vbd
1841,reproached,vbd
1842,unjust,jj
1843,merit,nn
1844,believing,vbg
1845,incapable,jj
1846,generosity,nn
1847,attentive,jj
1848,behaviour,nn
1849,sister,nn
1850,convinced,vbd
1851,welfare,nn
1852,wa,nn
1853,dear,vbp
1854,long,jj
1855,time,nn
1856,firmly,rb
1857,relied,vbd
1858,liberality,nn
1859,intention,nn
1860,contempt,nn
1861,early,rb
1862,acquaintance,nn
1863,felt,vbd
1864,daughter-in-law,nn
1865,wa,vb
1866,much,rb
1867,increased,vbn
1868,farther,jjr
1869,knowledge,nn
1870,character,nn
1871,half,pdt
1872,year,nn
1873,'s,pos
1874,residence,nn
1875,family,nn
1876,afforded,vbd
1877,perhaps,rb
1878,spite,nn
1879,every,dt
1880,consideration,nn
1881,politeness,nn
1882,maternal,jj
1883,affection,nn
1884,side,nn
1885,former,jj
1886,two,cd
1887,lady,nn
1888,might,md
1889,found,vbn
1890,impossible,jj
1891,lived,vbn
1892,together,rb
1893,long,rb
1894,particular,jj
1895,circumstance,nn
1896,occurred,vbd
1897,give,vb
1898,still,rb
1899,greater,jjr
1900,eligibility,nn
1901,according,vbg
1902,opinion,nn
1903,mrs.,nnp
1904,dashwood,nnp
1905,daughter,nn
1906,continuance,nn
1907,norland,nnp
1908,circumstance,nn
1909,wa,vbd
1910,growing,vbg
1911,attachment,nn
1912,eldest,jjs
1913,girl,nn
1914,brother,nn
1915,mrs.,nnp
1916,john,nnp
1917,dashwood,nnp
1918,gentleman-like,jj
1919,pleasing,vbg
1920,young,jj
1921,man,nn
1922,wa,vbd
1923,introduced,vbn
1924,acquaintance,nn
1925,soon,rb
1926,sister,nn
1927,'s,pos
1928,establishment,nn
1929,norland,nnp
1930,since,in
1931,spent,vbn
1932,greatest,jjs
1933,part,nn
1934,time,nn
1935,mother,nn
1936,might,md
1937,encouraged,vbn
1938,intimacy,nn
1939,motif,nn
1940,interest,nn
1941,edward,nnp
1942,ferrars,nnp
1943,wa,vbd
1944,eldest,jjs
1945,son,nn
1946,man,nn
1947,died,vbn
1948,rich,jj
1949,might,md
1950,repressed,vbn
1951,motif,nn
1952,prudence,nn
1953,except,in
1954,trifling,nn
1955,sum,nn
1956,whole,nn
1957,fortune,nn
1958,depended,vbd
1959,mother,nn
1960,mrs.,nnp
1961,dashwood,nnp
1962,wa,nn
1963,alike,rb
1964,uninfluenced,vbn
1965,either,dt
1966,consideration,nn
1967,wa,vbd
1968,enough,rb
1969,appeared,vbd
1970,amiable,jj
1971,loved,vbd
1972,daughter,nn
1973,elinor,nnp
1974,returned,vbd
1975,partiality,nn
1976,wa,vbd
1977,contrary,jj
1978,every,dt
1979,doctrine,nn
1980,'s,pos
1981,difference,nn
1982,fortune,nn
1983,keep,vb
1984,couple,jj
1985,asunder,nn
1986,attracted,vbn
1987,resemblance,nn
1988,disposition,nn
1989,elinor,nnp
1990,'s,pos
1991,merit,nn
1992,acknowledged,vbn
1993,every,dt
1994,one,nn
1995,knew,vbd
1996,wa,nn
1997,comprehension,nn
1998,impossible,jj
1999,edward,nnp
2000,ferrars,nnp
2001,wa,vbz
2002,recommended,vbn
2003,good,jj
2004,opinion,nn
2005,peculiar,jj
2006,grace,nn
2007,person,nn
2008,address,nn
2009,wa,vbz
2010,handsome,jj
2011,manner,nn
2012,required,vbd
2013,intimacy,nn
2014,make,vb
2015,pleasing,vbg
2016,wa,vbd
2017,diffident,jj
2018,justice,nn
2019,natural,jj
2020,shyness,nn
2021,wa,nn
2022,overcome,nn
2023,behaviour,nn
2024,gave,vbd
2025,every,dt
2026,indication,nn
2027,open,jj
2028,affectionate,jj
2029,heart,nn
2030,understanding,jj
2031,wa,nn
2032,good,jj
2033,education,nn
2034,given,vbn
2035,solid,jj
2036,improvement,nn
2037,wa,vbz
2038,neither,cc
2039,fitted,vbn
2040,ability,nn
2041,disposition,nn
2042,answer,vb
2043,wish,nn
2044,mother,nn
2045,sister,nn
2046,longed,vbd
2047,see,vb
2048,distinguished,vb
2049,--,:
2050,--,:
2051,hardly,rb
2052,knew,vbd
2053,wanted,vbd
2054,make,vb
2055,fine,jj
2056,figure,nn
2057,world,nn
2058,manner,nn
2059,mother,nn
2060,wished,vbd
2061,interest,nn
2062,political,jj
2063,concern,nn
2064,get,vb
2065,parliament,nn
2066,see,vb
2067,connected,vbn
2068,great,jj
2069,men,nns
2070,day,nn
2071,mrs.,nnp
2072,john,nnp
2073,dashwood,nnp
2074,wished,vbd
2075,likewise,rb
2076,mean,nn
2077,till,vb
2078,one,cd
2079,superior,jj
2080,blessing,nn
2081,could,md
2082,attained,vbn
2083,would,md
2084,quieted,vbn
2085,ambition,nn
2086,see,vb
2087,driving,vbg
2088,barouche,nn
2089,edward,nnp
2090,turn,nn
2091,great,jj
2092,men,nns
2093,barouche,nn
2094,wish,jj
2095,centered,vbn
2096,domestic,jj
2097,comfort,nn
2098,quiet,nn
2099,private,jj
2100,life,nn
2101,fortunately,rb
2102,younger,jjr
2103,brother,nn
2104,wa,vbz
2105,promising,jj
2106,edward,nnp
2107,staying,vbg
2108,several,jj
2109,week,nn
2110,house,nn
2111,engaged,vbd
2112,much,rb
2113,mrs.,nnp
2114,dashwood,nnp
2115,'s,pos
2116,attention,nn
2117,wa,vbd
2118,time,nn
2119,affliction,nn
2120,rendered,vbd
2121,careless,nn
2122,surrounding,vbg
2123,object,nn
2124,saw,vbd
2125,wa,vbd
2126,quiet,jj
2127,unobtrusive,jj
2128,liked,vbd
2129,disturb,vb
2130,wretchedness,nn
2131,mind,nn
2132,ill-timed,jj
2133,conversation,nn
2134,wa,vbd
2135,first,rb
2136,called,vbn
2137,observe,vb
2138,approve,vb
2139,farther,rb
2140,reflection,nn
2141,elinor,nnp
2142,chanced,vbd
2143,one,cd
2144,day,nn
2145,make,vb
2146,difference,nn
2147,sister,nn
2148,wa,vbd
2149,contrast,nn
2150,recommended,vbd
2151,forcibly,rb
2152,mother,nn
2153,``,``
2154,enough,jj
2155,'',''
2156,said,vbd
2157,``,``
2158,say,vb
2159,unlike,in
2160,fanny,nnp
2161,enough,jj
2162,implies,vbz
2163,everything,nn
2164,amiable,jj
2165,love,vbp
2166,already,rb
2167,'',''
2168,``,``
2169,think,vbp
2170,like,vb
2171,'',''
2172,said,vbd
2173,elinor,nnp
2174,``,``
2175,know,vbp
2176,'',''
2177,``,``
2178,like,in
2179,'',''
2180,replied,vbd
2181,mother,nn
2182,smile,nn
2183,``,``
2184,feel,vbp
2185,sentiment,nn
2186,approbation,nn
2187,inferior,nn
2188,love,vb
2189,'',''
2190,``,``
2191,may,md
2192,esteem,vb
2193,'',''
2194,``,``
2195,never,rb
2196,yet,rb
2197,known,vbn
2198,wa,vbd
2199,separate,vb
2200,esteem,nn
2201,love,nn
2202,'',''
2203,mrs.,nnp
2204,dashwood,nnp
2205,took,vbd
2206,pain,nn
2207,get,vb
2208,acquainted,vbn
2209,manner,nn
2210,attaching,vbg
2211,soon,rb
2212,banished,vbd
2213,reserve,nn
2214,speedily,rb
2215,comprehended,vbd
2216,merit,nn
2217,persuasion,nn
2218,regard,nn
2219,elinor,nnp
2220,perhaps,rb
2221,assisted,vbd
2222,penetration,nn
2223,really,rb
2224,felt,vbd
2225,assured,vbn
2226,worth,nn
2227,even,rb
2228,quietness,nn
2229,manner,nn
2230,militated,vbd
2231,established,vbn
2232,idea,nn
2233,young,jj
2234,man,nn
2235,'s,pos
2236,address,nn
2237,ought,md
2238,wa,vb
2239,longer,rbr
2240,uninteresting,vbg
2241,knew,vbd
2242,heart,nn
2243,warm,jj
2244,temper,nn
2245,affectionate,nn
2246,sooner,nn
2247,perceive,vb
2248,symptom,nn
2249,love,nn
2250,behaviour,nn
2251,elinor,nnp
2252,considered,vbd
2253,serious,jj
2254,attachment,nn
2255,certain,jj
2256,looked,vbd
2257,forward,rb
2258,marriage,nn
2259,rapidly,rb
2260,approaching,nn
2261,``,``
2262,month,nn
2263,dear,jj
2264,marianne,nnp
2265,'',''
2266,said,vbd
2267,'',''
2268,elinor,nnp
2269,probability,nn
2270,settled,vbn
2271,life,nn
2272,shall,md
2273,miss,vb
2274,happy,jj
2275,'',''
2276,``,``
2277,oh,uh
2278,mamma,nnp
2279,shall,md
2280,without,in
2281,'',''
2282,``,``
2283,love,nn
2284,scarcely,rb
2285,separation,nn
2286,shall,md
2287,live,vb
2288,within,in
2289,mile,nn
2290,shall,md
2291,meet,vb
2292,every,dt
2293,day,nn
2294,life,nn
2295,gain,vb
2296,brother,nn
2297,real,jj
2298,affectionate,jj
2299,brother,nn
2300,highest,jjs
2301,opinion,nn
2302,world,nn
2303,edward,nnp
2304,'s,pos
2305,heart,nn
2306,look,vbp
2307,grave,vb
2308,marianne,nnp
2309,disapprove,vb
2310,sister,nn
2311,'s,pos
2312,choice,nn
2313,'',''
2314,``,``
2315,perhaps,rb
2316,'',''
2317,said,vbd
2318,marianne,nnp
2319,``,``
2320,may,md
2321,consider,vb
2322,surprise,nn
2323,edward,nnp
2324,amiable,jj
2325,love,vbp
2326,tenderly,rb
2327,yet,rb
2328,--,:
2329,kind,nn
2330,young,jj
2331,man,nn
2332,--,:
2333,something,nn
2334,wanting,vbg
2335,--,:
2336,figure,nn
2337,striking,jj
2338,ha,vbz
2339,none,nn
2340,grace,nn
2341,expect,vb
2342,man,nn
2343,could,md
2344,seriously,rb
2345,attach,vb
2346,sister,nn
2347,eye,nn
2348,want,vbp
2349,spirit,nn
2350,fire,nn
2351,announce,jj
2352,virtue,nn
2353,intelligence,nn
2354,besides,in
2355,afraid,jj
2356,mamma,nnp
2357,ha,vbz
2358,real,jj
2359,taste,nn
2360,music,jj
2361,seems,vbz
2362,scarcely,rb
2363,attract,vb
2364,though,in
2365,admires,vbz
2366,elinor's,nnp
2367,drawing,vbg
2368,much,rb
2369,admiration,nn
2370,person,nn
2371,understand,vb
2372,worth,nn
2373,evident,jj
2374,spite,nn
2375,frequent,jj
2376,attention,nn
2377,draw,vbz
2378,fact,nn
2379,know,vbd
2380,nothing,nn
2381,matter,nn
2382,admires,vbz
2383,lover,nn
2384,connoisseur,nn
2385,satisfy,vb
2386,character,nn
2387,must,md
2388,united,jj
2389,could,md
2390,happy,jj
2391,man,nn
2392,whose,wp$
2393,taste,nn
2394,every,dt
2395,point,nn
2396,coincide,nn
2397,must,md
2398,enter,vb
2399,feeling,nn
2400,book,nn
2401,music,nn
2402,must,md
2403,charm,vb
2404,u,jj
2405,oh,uh
2406,mama,nn
2407,spiritless,nn
2408,tame,jj
2409,wa,jj
2410,edward,nnp
2411,'s,pos
2412,manner,nn
2413,reading,vbg
2414,u,vb
2415,last,jj
2416,night,nn
2417,felt,vbd
2418,sister,nn
2419,severely,rb
2420,yet,cc
2421,bore,vbd
2422,much,jj
2423,composure,nn
2424,seemed,vbd
2425,scarcely,rb
2426,notice,vb
2427,could,md
2428,hardly,rb
2429,keep,vb
2430,seat,nn
2431,hear,vb
2432,beautiful,jj
2433,line,nn
2434,frequently,rb
2435,almost,rb
2436,driven,vb
2437,wild,jj
2438,pronounced,vbn
2439,impenetrable,jj
2440,calmness,nn
2441,dreadful,jj
2442,indifference,nn
2443,'',''
2444,--,:
2445,'',''
2446,would,md
2447,certainly,rb
2448,done,vbn
2449,justice,nn
2450,simple,vb
2451,elegant,jj
2452,prose,nn
2453,thought,vbd
2454,time,nn
2455,would,vbp
2456,give,vb
2457,cowper,nnp
2458,'',''
2459,``,``
2460,nay,nnp
2461,mamma,nnp
2462,animated,vbn
2463,cowper,nnp
2464,--,:
2465,must,md
2466,allow,vb
2467,difference,nn
2468,taste,nn
2469,elinor,nnp
2470,ha,nn
2471,feeling,nn
2472,therefore,rb
2473,may,md
2474,overlook,vb
2475,happy,jj
2476,would,md
2477,broke,vbn
2478,heart,nn
2479,loved,vbd
2480,hear,vb
2481,read,vb
2482,little,jj
2483,sensibility,nn
2484,mama,nnp
2485,know,vbp
2486,world,nn
2487,convinced,vbd
2488,shall,md
2489,never,rb
2490,see,vb
2491,man,nn
2492,really,rb
2493,love,vb
2494,require,vbp
2495,much,jj
2496,must,md
2497,edward,nnp
2498,'s,pos
2499,virtue,nn
2500,person,nn
2501,manner,nn
2502,must,md
2503,ornament,vb
2504,goodness,nn
2505,every,dt
2506,possible,jj
2507,charm,nn
2508,'',''
2509,``,``
2510,remember,nnp
2511,love,nn
2512,seventeen,jj
2513,yet,rb
2514,early,jj
2515,life,nn
2516,despair,nn
2517,happiness,nn
2518,le,vbn
2519,fortunate,jj
2520,mother,nn
2521,one,cd
2522,circumstance,nn
2523,marianne,nnp
2524,may,md
2525,destiny,nn
2526,different,jj
2527,'s,pos
2528,'',''
2529,chapter,nn
2530,4,cd
2531,'',''
2532,pity,nn
2533,elinor,nnp
2534,'',''
2535,said,vbd
2536,marianne,nnp
2537,'',''
2538,edward,nnp
2539,taste,nn
2540,drawing,vbg
2541,'',''
2542,``,``
2543,taste,nn
2544,drawing,vbg
2545,'',''
2546,replied,vbd
2547,elinor,nnp
2548,``,``
2549,think,vb
2550,doe,vbz
2551,draw,vb
2552,indeed,rb
2553,ha,vbz
2554,great,jj
2555,pleasure,nn
2556,seeing,vbg
2557,performance,nn
2558,people,nns
2559,assure,vbp
2560,mean,jj
2561,deficient,nn
2562,natural,jj
2563,taste,nn
2564,though,in
2565,ha,vbz
2566,opportunity,nn
2567,improving,vbg
2568,ever,rb
2569,way,nn
2570,learning,nn
2571,think,vbp
2572,would,md
2573,drawn,vbn
2574,well,rb
2575,distrust,vbz
2576,judgment,nn
2577,matter,nn
2578,much,rb
2579,always,rb
2580,unwilling,jj
2581,give,vb
2582,opinion,nn
2583,picture,nn
2584,ha,vbd
2585,innate,jj
2586,propriety,nn
2587,simplicity,nn
2588,taste,nn
2589,general,jj
2590,direct,jj
2591,perfectly,rb
2592,right,rb
2593,'',''
2594,marianne,nnp
2595,wa,vbd
2596,afraid,nn
2597,offending,nn
2598,said,vbd
2599,subject,nn
2600,kind,nn
2601,approbation,nn
2602,elinor,nnp
2603,described,vbd
2604,excited,vbn
2605,drawing,nn
2606,people,nns
2607,wa,jj
2608,far,rb
2609,rapturous,jj
2610,delight,nn
2611,opinion,nn
2612,could,md
2613,alone,rb
2614,called,vbn
2615,taste,nn
2616,yet,cc
2617,though,in
2618,smiling,vbg
2619,within,in
2620,mistake,nn
2621,honoured,vbd
2622,sister,nn
2623,blind,jj
2624,partiality,nn
2625,edward,nnp
2626,produced,vbd
2627,``,``
2628,hope,vbp
2629,marianne,nnp
2630,'',''
2631,continued,vbd
2632,elinor,nnp
2633,``,``
2634,consider,vb
2635,deficient,nn
2636,general,jj
2637,taste,nn
2638,indeed,rb
2639,think,vbp
2640,may,md
2641,say,vb
2642,behaviour,nn
2643,perfectly,rb
2644,cordial,jj
2645,opinion,nn
2646,sure,jj
2647,could,md
2648,never,rb
2649,civil,jj
2650,'',''
2651,marianne,nnp
2652,hardly,rb
2653,knew,vbd
2654,say,vb
2655,would,md
2656,wound,vb
2657,feeling,nn
2658,sister,nn
2659,account,nn
2660,yet,rb
2661,say,vb
2662,believe,vb
2663,wa,nn
2664,impossible,jj
2665,length,nn
2666,replied,vbd
2667,'',''
2668,offended,vbn
2669,elinor,nnp
2670,praise,nn
2671,every,dt
2672,thing,nn
2673,equal,jj
2674,sense,nn
2675,merit,nn
2676,many,jj
2677,opportunity,nn
2678,estimating,vbg
2679,minuter,nn
2680,propensity,nn
2681,mind,nn
2682,inclination,nn
2683,taste,nn
2684,highest,jjs
2685,opinion,nn
2686,world,nn
2687,goodness,nn
2688,sense,nn
2689,think,vbp
2690,every,dt
2691,thing,nn
2692,worthy,jj
2693,amiable,jj
2694,'',''
2695,``,``
2696,sure,jj
2697,'',''
2698,replied,vbd
2699,elinor,nnp
2700,smile,nn
2701,'',''
2702,dearest,jjs
2703,friend,nn
2704,could,md
2705,dissatisfied,vbn
2706,commendation,nn
2707,perceive,vb
2708,could,md
2709,express,vb
2710,warmly,nns
2711,'',''
2712,marianne,nnp
2713,wa,nn
2714,rejoiced,vbd
2715,find,vb
2716,sister,nn
2717,easily,rb
2718,pleased,jj
2719,``,``
2720,sense,nn
2721,goodness,nn
2722,'',''
2723,continued,vbd
2724,elinor,nnp
2725,'',''
2726,one,nn
2727,think,vbp
2728,doubt,nn
2729,ha,vbp
2730,seen,vbn
2731,often,rb
2732,enough,rb
2733,engage,vb
2734,unreserved,jj
2735,conversation,nn
2736,excellence,nn
2737,understanding,nn
2738,principle,nn
2739,concealed,vbn
2740,shyness,nn
2741,often,rb
2742,keep,vb
2743,silent,jj
2744,know,vbp
2745,enough,rb
2746,justice,nn
2747,solid,jj
2748,worth,nn
2749,minuter,nn
2750,propensity,nn
2751,call,vbp
2752,peculiar,jj
2753,circumstance,nn
2754,kept,vbd
2755,ignorant,jj
2756,time,nn
2757,thrown,in
2758,good,jj
2759,deal,nn
2760,together,rb
2761,wholly,rb
2762,engrossed,vbn
2763,affectionate,jj
2764,principle,nn
2765,mother,nn
2766,seen,vbn
2767,great,jj
2768,deal,nn
2769,studied,vbn
2770,sentiment,nn
2771,heard,vb
2772,opinion,nn
2773,subject,nn
2774,literature,nn
2775,taste,nn
2776,upon,in
2777,whole,nn
2778,venture,nn
2779,pronounce,vb
2780,mind,nn
2781,well-informed,jj
2782,enjoyment,nn
2783,book,nn
2784,exceedingly,rb
2785,great,jj
2786,imagination,nn
2787,lively,rb
2788,observation,nn
2789,correct,jj
2790,taste,nn
2791,delicate,nn
2792,pure,nn
2793,ability,nn
2794,every,dt
2795,respect,nn
2796,improve,vb
2797,much,rb
2798,upon,in
2799,acquaintance,nn
2800,manner,nn
2801,person,nn
2802,first,jj
2803,sight,nn
2804,address,nn
2805,certainly,rb
2806,striking,vbg
2807,person,nn
2808,hardly,rb
2809,called,vbn
2810,handsome,nn
2811,till,vb
2812,expression,nn
2813,eye,nn
2814,uncommonly,rb
2815,good,jj
2816,general,jj
2817,sweetness,nn
2818,countenance,nn
2819,perceived,vbn
2820,present,jj
2821,know,vbp
2822,well,rb
2823,think,vbp
2824,really,rb
2825,handsome,vbp
2826,least,jjs
2827,almost,rb
2828,say,vbp
2829,marianne,nnp
2830,'',''
2831,``,``
2832,shall,md
2833,soon,rb
2834,think,vbp
2835,handsome,jj
2836,elinor,nnp
2837,tell,vbp
2838,love,vb
2839,brother,nn
2840,shall,md
2841,see,jj
2842,imperfection,nn
2843,face,nn
2844,heart,nn
2845,'',''
2846,elinor,nn
2847,started,vbd
2848,declaration,nn
2849,wa,nn
2850,sorry,nn
2851,warmth,nn
2852,betrayed,vbn
2853,speaking,nn
2854,felt,vbd
2855,edward,nnp
2856,stood,vbd
2857,high,jj
2858,opinion,nn
2859,believed,vbd
2860,regard,nn
2861,mutual,jj
2862,required,vbd
2863,greater,jjr
2864,certainty,nn
2865,make,vb
2866,marianne,nnp
2867,'s,pos
2868,conviction,nn
2869,attachment,nn
2870,agreeable,nn
2871,knew,vbd
2872,marianne,nnp
2873,mother,nn
2874,conjectured,vbd
2875,one,cd
2876,moment,nn
2877,believed,vbd
2878,next,jj
2879,--,:
2880,wish,vb
2881,wa,nn
2882,hope,vb
2883,hope,vb
2884,wa,nn
2885,expect,vb
2886,tried,vbd
2887,explain,vb
2888,real,jj
2889,state,nn
2890,case,nn
2891,sister,nn
2892,``,``
2893,attempt,vb
2894,deny,vb
2895,'',''
2896,said,vbd
2897,``,``
2898,think,vbp
2899,highly,rb
2900,--,:
2901,greatly,rb
2902,esteem,vbp
2903,like,vbp
2904,'',''
2905,marianne,nnp
2906,burst,vbz
2907,forth,nn
2908,indignation,nn
2909,--,:
2910,'',''
2911,esteem,nnp
2912,like,in
2913,cold-hearted,jj
2914,elinor,nn
2915,oh,uh
2916,worse,jjr
2917,cold-hearted,jj
2918,ashamed,nnp
2919,otherwise,rb
2920,use,nnp
2921,word,nn
2922,leave,vb
2923,room,nn
2924,moment,nn
2925,'',''
2926,elinor,nnp
2927,could,md
2928,help,vb
2929,laughing,nn
2930,``,``
2931,excuse,in
2932,'',''
2933,said,vbd
2934,``,``
2935,assured,vbn
2936,meant,vbp
2937,offence,nn
2938,speaking,vbg
2939,quiet,jj
2940,way,nn
2941,feeling,nn
2942,believe,vb
2943,stronger,jjr
2944,declared,vbn
2945,believe,vb
2946,short,jj
2947,merit,nn
2948,suspicion,nn
2949,--,:
2950,hope,nn
2951,affection,nn
2952,may,md
2953,warrant,vb
2954,without,in
2955,imprudence,nn
2956,folly,rb
2957,farther,jjr
2958,must,md
2959,believe,vb
2960,mean,nn
2961,assured,vbd
2962,regard,nn
2963,moment,nn
2964,extent,nn
2965,seems,vbz
2966,doubtful,jj
2967,till,vb
2968,sentiment,nn
2969,fully,rb
2970,known,vbn
2971,wonder,vb
2972,wishing,vbg
2973,avoid,vb
2974,encouragement,nn
2975,partiality,nn
2976,believing,vbg
2977,calling,vbg
2978,heart,nn
2979,feel,vbp
2980,little,jj
2981,--,:
2982,scarcely,rb
2983,doubt,nn
2984,preference,nn
2985,point,nn
2986,considered,vbn
2987,besides,in
2988,inclination,nn
2989,far,rb
2990,independent,jj
2991,mother,nn
2992,really,rb
2993,know,vb
2994,fanny's,nnp
2995,occasional,jj
2996,mention,nn
2997,conduct,nn
2998,opinion,nn
2999,never,rb
3000,disposed,vbn
3001,think,vb
3002,amiable,jj
3003,much,rb
3004,mistaken,vb
3005,edward,nnp
3006,aware,vbp
3007,would,md
3008,many,jj
3009,difficulty,nn
3010,way,nn
3011,wish,vb
3012,marry,vb
3013,woman,nn
3014,either,rb
3015,great,jj
3016,fortune,nn
3017,high,jj
3018,rank,nn
3019,'',''
3020,marianne,nnp
3021,wa,vbd
3022,astonished,vbn
3023,find,vb
3024,much,jj
3025,imagination,nn
3026,mother,nn
3027,outstripped,vbn
3028,truth,nn
3029,``,``
3030,really,rb
3031,engaged,vbn
3032,'',''
3033,said,vbd
3034,``,``
3035,yet,cc
3036,certainly,rb
3037,soon,rb
3038,happen,vb
3039,two,cd
3040,advantage,nn
3041,proceed,vb
3042,delay,nn
3043,shall,md
3044,lose,vb
3045,soon,rb
3046,edward,nnp
3047,greater,jjr
3048,opportunity,nn
3049,improving,vbg
